cliente_id,edad,genero,saldo_promedio,gasto_mensual,num_transacciones,historial_crediticio,riesgo_churn
210,44,M,70892.01,14710.58,15,bueno,0
211,74,M,48739.24,12233.7,12,bueno,0
212,69,F,63162.81,11390.85,19,bueno,0
213,30,M,39396.19,7198.67,13,bueno,0
214,58,F,71327.41,9418.43,16,bueno,0
215,20,F,76590.29,15066.73,12,bueno,0
216,56,F,61930.11,2379.94,14,bueno,0
217,23,M,39884.45,16507.16,17,malo,0
218,25,F,61902.66,12709.55,20,bueno,0
219,44,F,36084.52,6145.39,15,malo,1
220,26,F,22290.93,6378.84,13,bueno,0
221,54,M,55217.58,12808.0,13,malo,0
222,50,M,17401.08,12059.14,17,bueno,0
223,68,F,41694.16,12352.86,10,bueno,0
224,59,F,57359.37,11693.84,15,bueno,0
225,61,F,81281.81,17917.9,15,malo,0
226,41,F,37214.26,11989.09,17,bueno,0
227,32,M,29752.43,15167.75,19,bueno,0
228,71,F,65781.61,16858.59,15,bueno,0
229,49,F,54348.96,12028.2,14,bueno,0
230,49,F,51494.98,10604.24,14,bueno,0
231,41,M,20249.43,25863.67,13,bueno,0
232,58,F,71728.78,17824.12,24,malo,0
233,69,M,7801.49,9844.96,15,bueno,0
234,66,M,53902.89,14105.5,18,malo,0
235,66,F,74520.08,12294.28,15,bueno,0
236,69,F,52285.91,14434.76,17,bueno,0
237,29,M,45068.34,13935.14,15,bueno,0
238,56,F,29256.63,551.21,12,bueno,0
239,19,F,38566.95,4076.84,15,malo,1
240,20,M,93861.14,12895.35,16,bueno,0
241,66,M,39040.93,14545.58,12,bueno,0
242,54,M,59113.56,9314.99,21,bueno,0
243,66,M,33326.68,8221.57,19,malo,0
244,73,F,43949.9,5709.28,14,bueno,0
245,34,F,17423.94,989.94,16,bueno,0
246,66,F,49007.79,15060.86,15,malo,0
247,19,M,42762.92,11676.28,9,bueno,0
248,19,F,76998.46,14921.07,18,bueno,0
249,45,M,33099.35,19995.24,14,bueno,0
250,71,F,41428.95,7460.3,15,malo,1
251,40,M,68090.05,10753.32,16,bueno,0
252,54,M,49331.91,7694.02,13,bueno,0
253,49,M,46727.42,3531.21,16,malo,1
254,50,F,46534.27,10622.61,22,bueno,0
255,18,M,30194.31,17836.41,14,bueno,0
256,36,M,41335.75,6692.23,19,bueno,0
257,19,M,51601.16,13191.91,16,bueno,0
258,70,F,26752.13,5875.25,16,bueno,0
259,61,M,28741.96,8216.14,11,bueno,0
260,43,F,74317.59,13396.97,18,bueno,0
261,49,M,60014.41,20717.9,16,bueno,0
262,23,M,56039.73,18644.52,16,malo,0
263,49,F,39125.26,11871.15,13,bueno,0
264,72,F,54416.74,7781.32,20,bueno,0
265,21,M,1936.28,12456.31,9,malo,0
266,72,F,25857.66,3946.18,25,bueno,0
267,28,F,62504.94,15169.27,17,bueno,0
268,73,M,36502.26,10775.57,18,bueno,0
269,34,F,45803.07,19329.99,23,bueno,0
270,55,M,57170.39,14842.13,21,bueno,0
271,41,F,34954.23,11732.05,16,bueno,0
272,22,F,37607.01,16569.66,16,bueno,0
273,69,F,42818.11,4903.92,21,bueno,0
274,51,F,53026.45,3388.49,21,bueno,0
275,23,F,17396.79,16831.65,10,bueno,0
276,39,F,56033.45,10349.51,14,bueno,0
277,28,M,49529.0,8172.1,16,bueno,0
278,65,M,52189.89,16581.36,15,bueno,0
279,33,F,35189.33,19387.08,16,malo,0
280,50,F,48982.44,7792.58,14,malo,1
281,26,F,69123.64,10687.59,11,bueno,0
282,23,F,63619.19,16730.24,20,malo,0
283,33,F,74540.37,9848.67,12,bueno,0
284,46,M,31994.21,8322.6,14,malo,0
285,20,F,63658.09,4429.95,9,bueno,0
286,37,M,37522.43,9349.39,12,bueno,0
287,53,M,4625.17,12569.05,13,bueno,0
288,36,F,68644.33,2789.81,14,bueno,0
289,43,M,65445.73,7804.61,15,malo,1
290,20,M,79696.54,15734.76,15,bueno,0
291,36,M,20735.12,9291.14,10,bueno,0
292,37,M,53281.18,18185.69,16,malo,0
293,49,F,45538.58,12174.75,21,bueno,0
294,24,F,72878.43,24447.51,19,bueno,0
295,69,M,22214.55,8497.99,15,bueno,0
296,58,F,44933.74,20101.82,10,bueno,0
297,50,F,51876.75,12648.46,16,bueno,0
298,57,M,64831.88,10258.23,13,bueno,0
299,56,F,58292.95,14173.6,19,bueno,0
300,35,F,49354.02,8026.53,17,bueno,0
301,57,M,43782.24,13570.59,15,bueno,0
302,18,F,48220.67,13907.75,15,bueno,0
303,28,F,65040.15,18975.01,12,bueno,0
304,45,F,33486.95,17748.9,12,bueno,0
305,74,M,45316.26,20101.46,16,bueno,0
306,42,F,45320.38,10993.64,13,bueno,0
307,67,F,8271.71,16420.82,16,bueno,0
308,40,F,10877.56,8291.37,17,bueno,0
309,48,F,20172.37,12169.9,9,bueno,0
310,47,M,45736.14,17662.37,13,bueno,0
311,59,M,60017.79,10219.94,13,bueno,0
312,52,M,37656.43,16516.99,10,bueno,0
313,24,M,17505.12,11878.67,17,bueno,0
314,33,M,68878.25,11461.37,12,bueno,0
315,43,M,55607.51,12569.75,19,bueno,0
316,65,M,45502.03,9903.02,12,bueno,0
317,74,F,54868.41,11287.04,19,bueno,0
318,69,M,28901.86,5651.48,19,bueno,0
319,66,M,70641.87,14146.45,25,malo,0
320,19,F,56375.94,17694.47,16,bueno,0
321,18,M,47047.67,4388.05,19,bueno,0
322,65,M,43194.52,20099.17,18,malo,0
323,29,F,51426.19,15277.08,24,malo,0
324,22,F,59650.39,10107.63,11,bueno,0
325,54,F,15146.35,8284.86,15,bueno,0
326,49,M,34348.87,18653.58,16,bueno,0
327,72,F,43380.98,9266.66,16,bueno,0
328,26,M,42578.85,20519.0,11,bueno,0
329,58,F,35760.62,14415.24,10,bueno,0
330,52,F,65551.19,13059.12,11,bueno,0
331,36,M,36190.99,12977.01,13,malo,0
332,65,F,28611.41,8438.22,16,malo,0
333,33,M,40636.92,12212.13,10,bueno,0
334,20,F,80126.83,19043.13,10,malo,0
335,37,M,50266.77,6275.12,16,bueno,0
336,41,M,40356.06,17220.72,15,bueno,0
337,71,F,43393.75,14901.56,15,bueno,0
338,73,M,14954.38,8154.83,21,malo,0
339,50,F,46251.07,14863.63,13,bueno,0
340,41,M,54740.24,13290.36,17,bueno,0
341,69,M,58757.91,12025.47,16,bueno,0
342,28,F,46824.38,20490.66,14,malo,0
343,66,F,35059.36,12626.48,12,malo,0
344,25,F,68089.86,12565.39,15,malo,0
345,53,F,42513.75,15195.67,23,bueno,0
346,55,M,30378.17,20887.88,15,malo,0
347,57,M,34618.01,13345.19,11,bueno,0
348,37,F,43262.63,8855.35,21,bueno,0
349,52,M,44096.36,6990.97,15,bueno,0
350,65,F,39170.58,15240.1,14,bueno,0
351,42,M,56230.83,11723.41,13,malo,0
352,52,F,48248.95,7016.51,19,malo,1
353,42,M,67672.03,4590.17,15,bueno,0
354,46,M,51570.85,13922.15,8,bueno,0
355,35,M,42873.79,6590.07,18,bueno,0
356,63,F,39875.81,18373.09,13,bueno,0
357,35,M,42020.89,11370.79,11,bueno,0
358,19,F,28463.61,6471.72,19,bueno,0
359,71,M,45271.41,8223.31,16,malo,0
360,52,M,59584.31,20691.84,14,bueno,0
361,33,M,65555.39,11022.29,16,bueno,0
362,58,M,53577.68,4751.99,20,bueno,0
363,53,F,117674.75,18056.74,17,bueno,0
364,50,F,56474.64,11138.52,17,bueno,0
365,21,M,15321.33,13173.78,17,malo,0
366,50,F,58288.55,10155.32,17,bueno,0
367,31,F,72610.22,9684.41,19,bueno,0
368,38,M,44688.86,5648.07,18,bueno,0
369,65,M,20713.1,11296.99,11,bueno,0
370,37,M,13800.54,15457.43,13,malo,0
371,73,M,48073.87,6848.35,20,bueno,0
372,25,F,29715.0,6401.1,14,bueno,0
373,24,M,45806.86,11019.02,10,bueno,0
374,20,M,42490.99,13497.31,14,bueno,0
375,34,F,79353.36,12346.14,14,bueno,0
376,50,M,66732.25,5770.49,16,bueno,0
377,65,M,38718.78,10693.65,17,bueno,0
378,29,F,41684.46,8091.68,12,malo,0
379,68,F,68607.79,20087.12,13,bueno,0
380,39,M,52383.36,6286.5,11,malo,1
381,72,F,56335.65,8043.38,22,bueno,0
382,39,M,73617.22,12114.15,21,bueno,0
383,63,F,34566.1,14437.33,18,bueno,0
384,47,F,69036.89,4796.24,15,bueno,0
385,55,M,42119.73,6004.23,19,bueno,0
386,55,M,5109.0,9144.76,10,bueno,0
387,62,M,26639.85,9154.11,18,bueno,0
388,68,M,31442.19,12494.77,13,bueno,0
389,71,F,76809.4,16454.97,15,bueno,0
390,25,M,47497.48,7765.83,16,bueno,0
391,44,M,43916.43,12977.21,14,malo,0
392,44,M,79909.92,12303.01,14,malo,0
393,51,F,34436.35,15905.69,18,malo,0
394,38,M,42102.11,18551.31,14,bueno,0
395,47,F,50602.77,12640.8,13,bueno,0
396,50,M,48949.7,4343.57,11,bueno,0
397,45,F,56747.73,12592.89,15,bueno,0
398,64,F,60957.93,3318.89,13,bueno,0
399,50,F,33416.96,7914.7,16,bueno,0
400,22,F,12569.96,17001.25,9,bueno,0
401,65,F,57934.27,9413.69,7,bueno,0
402,36,M,12960.56,6806.89,15,bueno,0
403,21,F,56446.6,12576.55,5,bueno,0
404,52,F,64666.04,10500.59,11,bueno,0
405,66,F,72510.26,7724.68,16,bueno,0
406,34,M,47396.03,9893.3,17,malo,0
407,61,M,90154.79,7403.02,14,bueno,0
408,45,F,22182.72,8444.23,16,bueno,0
409,47,M,79110.63,10542.86,16,bueno,0
410,46,M,34665.11,9481.87,14,bueno,0
411,63,M,50721.09,15971.09,8,malo,0
412,70,M,53137.95,23512.51,26,bueno,0
413,23,M,76959.67,15193.57,14,bueno,0
414,52,M,28048.8,9300.25,15,bueno,0
415,58,M,92718.46,14992.8,10,malo,0
416,54,F,7128.6,17438.31,9,bueno,0
417,41,M,48402.06,17795.09,18,malo,0
418,46,F,61476.72,7792.69,16,malo,1
419,66,F,70664.73,10436.58,17,bueno,0
420,63,M,21431.71,10015.48,23,malo,0
421,70,M,10606.86,19313.72,18,bueno,0
422,48,M,76224.48,7496.89,13,bueno,0
423,52,M,54865.76,4537.66,27,malo,1
424,50,F,11900.38,13072.87,13,bueno,0
425,69,M,39810.16,20845.95,6,bueno,0
426,38,F,35227.52,18009.61,11,bueno,0
427,49,M,72686.03,19552.49,13,malo,0
428,40,M,42756.23,10788.52,15,bueno,0
429,50,F,46344.54,14560.81,23,bueno,0
430,20,F,44887.64,8615.99,15,bueno,0
431,35,F,83424.89,12064.11,23,bueno,0
432,42,M,68150.03,10541.72,11,bueno,0
433,59,F,63825.19,17217.99,9,bueno,0
434,48,F,54049.76,16100.64,13,bueno,0
435,71,F,53847.23,8362.91,23,bueno,0
436,20,M,31811.37,10294.29,14,bueno,0
437,57,F,67419.05,3124.1,16,bueno,0
438,63,F,42482.84,17706.97,22,bueno,0
439,41,M,24382.63,15783.83,21,malo,0
440,67,F,47057.65,12229.19,14,bueno,0
441,49,F,50267.14,15564.94,15,bueno,0
442,64,F,76918.26,6331.21,17,bueno,0
443,39,F,67130.21,4334.47,14,bueno,0
444,40,M,30242.69,14127.59,20,malo,0
445,19,F,70770.48,15836.9,14,bueno,0
446,44,M,-1923.16,5857.73,12,bueno,0
447,59,F,58330.37,9132.3,15,bueno,0
448,19,M,36238.67,10333.27,17,bueno,0
449,43,M,21917.51,12065.35,12,bueno,0
450,34,M,26408.51,11696.96,16,bueno,0
451,57,M,79301.64,4992.79,16,bueno,0
452,50,F,59035.01,12581.33,21,bueno,0
453,26,M,57554.47,9100.49,15,malo,0
454,60,M,69397.42,17625.48,12,bueno,0
455,71,F,45309.52,17698.31,15,bueno,0
456,65,M,77557.19,4705.54,12,bueno,0
457,56,F,45557.31,18891.33,15,bueno,0
458,46,M,-12996.66,14696.74,19,bueno,0
459,59,F,82156.15,18831.99,10,bueno,0
460,72,F,-8987.76,4546.11,10,bueno,0
461,43,M,44667.13,11180.77,21,bueno,0
462,52,F,65057.96,15710.68,14,bueno,0
463,67,M,2994.19,14463.79,6,bueno,0
464,42,M,47090.95,11736.57,13,bueno,0
465,41,M,46746.64,14651.21,14,bueno,0
466,30,F,68351.89,15859.37,16,bueno,0
467,24,F,59659.31,12879.31,11,bueno,0
468,74,M,23195.65,15393.2,13,bueno,0
469,53,F,37021.52,9784.34,20,bueno,0
470,62,F,28553.2,17144.24,15,malo,0
471,37,M,12864.26,13928.84,15,malo,0
472,18,F,36982.05,7601.94,11,bueno,0
473,25,F,79666.91,19331.87,15,bueno,0
474,63,M,58895.17,11469.24,13,malo,0
475,33,M,58528.93,15514.02,14,bueno,0
476,31,F,25796.08,14210.54,15,malo,0
477,29,F,10990.09,12219.85,14,bueno,0
478,68,F,61366.52,12962.58,15,bueno,0
479,40,M,70187.74,11273.1,16,bueno,0
480,32,F,53261.3,16145.1,16,bueno,0
481,45,F,65192.36,579.32,16,bueno,0
482,51,F,43313.96,20823.59,18,bueno,0
483,19,M,51114.1,13673.76,8,bueno,0
484,49,F,35568.09,10716.16,10,bueno,0
485,40,F,57720.45,9399.25,13,bueno,0
486,39,M,46285.35,14972.87,17,malo,0
487,68,F,62112.01,18886.81,19,bueno,0
488,42,F,65646.57,20757.34,15,bueno,0
489,39,M,42934.55,5827.99,18,bueno,0
490,39,F,60275.1,22377.99,21,bueno,0
491,66,F,36080.82,16417.2,12,bueno,0
492,69,M,85918.48,6824.56,16,bueno,0
493,59,F,78232.7,9583.22,16,bueno,0
494,23,F,55892.71,14856.13,22,bueno,0
495,32,F,34812.83,15857.03,22,bueno,0
496,71,F,54893.43,7260.18,17,bueno,0
497,60,F,25747.15,17151.29,25,bueno,0
498,54,F,58185.01,25218.65,12,malo,0
499,50,M,7375.81,13556.13,14,malo,0
500,25,M,28436.76,7069.71,11,bueno,0
501,70,M,57363.28,13270.36,10,bueno,0
502,61,M,77855.62,10626.89,15,bueno,0
503,61,F,57339.5,6617.49,6,bueno,0
504,22,M,43613.31,2617.22,14,bueno,0
505,56,M,30710.08,8517.36,16,malo,0
506,21,M,39767.68,3201.12,12,bueno,0
507,23,M,14654.62,12613.51,10,bueno,0
508,62,F,42059.79,18307.6,10,bueno,0
509,49,F,94051.56,15508.15,13,bueno,0
510,69,F,52543.35,20217.51,14,malo,0
511,47,M,58345.52,8437.34,15,malo,0
512,64,M,12806.41,19563.33,9,bueno,0
513,52,M,78104.57,7296.68,19,bueno,0
514,72,M,80422.02,13588.45,16,bueno,0
515,57,F,54300.68,4923.79,12,malo,1
516,69,F,62286.23,9020.95,20,malo,0
517,33,M,36624.95,14542.27,18,bueno,0
518,30,F,44477.54,10416.86,15,bueno,0
519,67,M,103870.65,8307.7,11,bueno,0
520,59,M,40644.48,3334.48,15,bueno,0
521,47,F,86604.97,15668.49,15,bueno,0
522,36,F,91077.88,4542.02,16,bueno,0
523,34,M,58847.18,19316.6,13,malo,0
524,73,M,47590.69,15862.58,15,bueno,0
525,36,F,23501.81,12273.37,23,bueno,0
526,45,F,60777.65,9869.09,22,bueno,0
527,72,M,50301.92,14872.25,8,malo,0
528,43,M,47876.33,9058.58,19,bueno,0
529,54,F,40452.97,4843.33,15,bueno,0
530,43,F,56022.77,10787.34,17,bueno,0
531,70,M,59346.56,11254.09,8,bueno,0
532,40,F,49332.43,9087.6,7,bueno,0
533,26,M,73541.73,14725.46,17,bueno,0
534,29,F,49620.49,946.34,19,bueno,0
535,70,M,46998.23,8431.83,14,bueno,0
536,18,F,27521.77,6358.88,14,bueno,0
537,18,M,45802.54,3048.24,15,bueno,0
538,64,F,48695.59,10724.08,15,bueno,0
539,51,M,849.87,15449.07,17,bueno,0
540,49,F,60256.58,20561.62,16,bueno,0
541,71,F,68313.98,20660.17,13,bueno,0
542,65,F,93991.91,14005.06,12,bueno,0
543,42,F,31402.04,15133.1,18,bueno,0
544,57,F,47830.63,11849.67,21,bueno,0
545,62,F,59074.87,4635.74,14,malo,1
546,70,M,48895.93,9945.51,18,malo,0
547,18,M,35026.52,-533.76,13,bueno,0
548,33,M,20615.97,2732.19,17,malo,1
549,56,F,51444.13,14109.6,18,malo,0
550,22,M,74603.15,14300.44,15,bueno,0
551,39,F,50097.9,6520.81,10,malo,1
552,46,M,48764.95,15424.3,16,bueno,0
553,72,M,57717.53,9542.69,18,bueno,0
554,20,F,65081.23,1479.6,15,bueno,0
555,29,F,56569.07,13304.6,16,bueno,0
556,43,F,25254.86,11951.03,16,bueno,0
557,33,F,59182.16,16428.66,20,bueno,0
558,68,F,37452.54,15831.22,17,malo,0
559,54,F,35606.44,-556.83,13,bueno,0
560,39,M,28400.26,14269.23,18,malo,0
561,74,F,48269.04,6290.51,17,bueno,0
562,46,F,39241.93,13521.36,16,malo,0
563,31,M,44136.97,12425.34,18,bueno,0
564,45,M,30049.36,11725.55,13,bueno,0
565,22,M,67905.42,7176.47,12,bueno,0
566,64,M,42174.66,15061.72,15,bueno,0
567,66,M,35472.73,21217.88,17,bueno,0
568,47,M,16208.02,10660.78,17,bueno,0
569,63,M,83644.32,12478.01,11,bueno,0
570,69,M,18911.63,16491.05,26,bueno,0
571,22,M,55739.53,8233.99,16,bueno,0
572,29,F,63238.41,14925.73,14,bueno,0
573,33,F,42247.83,12519.82,20,bueno,0
574,43,F,58384.21,17933.34,13,bueno,0
575,43,F,59913.31,16607.78,9,bueno,0
576,65,M,66812.5,12074.0,17,bueno,0
577,38,M,62072.93,13196.93,11,bueno,0
578,56,M,43737.65,10180.59,15,bueno,0
579,53,M,41994.79,11367.0,14,bueno,0
580,50,F,90982.57,18848.47,13,malo,0
581,47,M,71873.89,18524.66,15,bueno,0
582,54,F,36040.26,7992.24,17,bueno,0
583,40,F,56601.15,17957.87,16,bueno,0
584,27,F,57894.79,7867.28,13,bueno,0
